InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,House,ExpectedDemand
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,4,805.6939775110789
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,5,816.3133049995398
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,5,1,847.326282219187
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,5,2,839.2061633352746
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,5,3,834.1043119423903
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,5,4,844.5995313617807
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,5,5,851.6359527759154
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,1,826.652094377544
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,2,812.6416085983705
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,3,905.575563701643
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,4,866.2732516621936
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,5,805.4933250581995
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,1,836.8198288838629
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,2,891.8025669687142
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,3,894.6344364649168
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,4,827.1576804764146
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,5,802.870620596339
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,5,1,1872.6886906081186
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,5,2,772.5325088784716
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,5,3,863.0159579732521
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,5,4,793.599806511585
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,5,5,710.3365297439565
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,5,1,851.1542239404068
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,5,2,762.2812552989467
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,5,3,1171.4545607559046
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,5,4,1106.974830226947
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,5,5,809.0030280513529
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,5,1,811.4915092676359
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,5,2,773.1889637635394
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,5,3,1201.031765170629
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,5,4,1196.7823945756313
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,5,5,812.1957232489923
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,5,1,800.7985946559702
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,5,2,879.0304558045847
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,5,3,803.6704521958424
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,5,4,2172.161795011433
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,5,5,801.410339333533
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,5,1,811.1196032499682
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,5,2,811.3589089087477
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,5,3,1324.4947960172378
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,5,4,883.3460570526221
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,5,5,1329.0865274200166
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,5,1,797.3295764746276
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,5,2,800.1048147354072
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,5,3,798.3182970632612
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,5,4,813.7446309372178
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,5,5,1938.7724601470745
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,1,830.3997094178695
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2,821.6513984882656
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,3,824.2596476536107
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,4,824.5469594417655
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,5,827.2906514769143
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,6,827.1705991895225
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,7,826.0618384921088
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,8,815.0252256309053
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,9,824.9932765446453
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,10,821.990551369811
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,10,1,794.4773575432085
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,10,2,794.987430840796
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,10,3,796.1504172217694
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,10,4,807.4697976306054
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,10,5,800.0004745149113
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,10,6,801.4774019689344
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,10,7,799.6451560200727
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,10,8,801.8601097553523
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,10,9,800.2551902097458
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,10,10,800.6360005461826
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,1,795.9849699739221
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,2,802.814113678074
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,3,801.0836672886252
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,4,801.2285821451854
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,5,819.5242154065604
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,6,800.1908695147939
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,7,778.4959262780558
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,8,798.577884978418
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,9,774.7987480682061
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,10,835.0542069555394
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,1,814.195098296303
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,2,788.9676134052448
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,3,800.737787391572
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,4,807.4543535084972
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,5,795.7077486759448
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,6,797.6971161474027
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,7,788.5562557571029
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,8,817.4726492599943
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,9,799.0056475037317
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,10,798.2903207073198
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,1,801.471069269951
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,2,816.7245387169309
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,3,798.498176769428
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,4,782.9128765965896
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,5,837.76107861466
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,6,800.2283938100413
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,7,817.4825134372405
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,8,800.676813724919
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,9,817.6364478629721
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,10,793.5164620508074
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,10,1,799.0005053429953
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,10,2,811.9851250512818
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,10,3,781.3588478136205
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,10,4,803.3648115942348
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,10,5,847.2756711639177
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,10,6,800.0565091415721
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,10,7,797.9064867931353
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,10,8,793.2981907380529
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,10,9,799.1643393617026
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,10,10,801.7332490824454
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,10,1,796.5501653702531
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,10,2,950.0151788168527
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,10,3,944.3772267060888
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,10,4,801.7707036799185
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,10,5,794.5041561572987
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,10,6,791.4998853960093
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,10,7,806.1286777643334
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,10,8,800.3628451791527
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,10,9,793.4969146434513
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,10,10,800.7570905812103
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,10,1,833.293416171628
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,10,2,805.0581438736515
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,10,3,797.9882342960361
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,10,4,824.3811881680053
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,10,5,800.9106350160945
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,10,6,802.420110609005
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,10,7,801.1514373298475
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,10,8,819.1493341238523
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,10,9,803.6299369886235
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,10,10,779.1346210680257
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,10,1,1573.782286691191
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,10,2,802.1773918842446
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,10,3,800.6939609392983
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,10,4,799.6129417518777
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,10,5,772.7404707336966
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,10,6,811.0466746190757
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,10,7,801.5113562502842
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,10,8,798.8932621974384
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,10,9,799.064551684654
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,10,10,821.5545461791063
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,10,1,784.5854593241803
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,10,2,798.597658543796
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,10,3,778.4485354360945
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,10,4,799.4103755913466
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,10,5,801.9621170797121
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,10,6,797.151817370361
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,10,7,901.0731697966451
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,10,8,786.0346182880583
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,10,9,877.5248447384708
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,10,10,799.1077457173698
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,1,783.6927434508723
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,2,831.9018885010724
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,3,804.7524735933005
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,4,814.7883966379627
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,5,800.2078267906903
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,6,807.3442581477095
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,7,818.5312144398316
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,8,798.4721267165868
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,9,799.0089327880718
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,10,804.8812422639134
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,1,804.061380552753
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,2,824.5393794857703
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,3,799.2698701007005
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,4,800.4158143314065
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,5,800.4649580402812
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,6,800.378631848062
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,7,799.3445977915362
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,8,806.3127760796893
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,9,799.9078053999683
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,10,793.951582501226
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,1,800.1610603584236
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,2,791.0646440970352
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,3,802.8960028320982
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,4,785.8739531958944
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,5,803.0033564710726
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,6,795.3541947937431
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,7,800.3976382754803
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,8,798.917443165303
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,9,816.6202341475704
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,10,798.366427354865
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,1,802.228508161455
